Date,Silver_10,Gold_10,Silver_30,Gold_30,Silver_100,Gold_100,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,STOCHk_14_3_3,STOCHd_14_3_3,Target
2021-07-23,-3.7884858027291726,-0.4751367727037293,-9.983933744773259,-4.899162134409329,-6.078212090487459,3.9409179960915806,36.71656484620662,-0.40610675256237627,-0.0551127801935834,-0.3509939723687929,20.777528828711997,15.80057983462945,0.0
2021-07-26,-3.5167983023672598,-0.3766296775477707,-10.081406242944317,-4.191971461529613,-4.029291120071781,4.862117412095215,38.23105750746891,-0.4022879119386289,-0.041035151655868796,-0.3612527602827601,23.357611352452253,20.308628991574142,0.0
2021-07-27,-5.678727990171621,-0.5471440411452643,-12.103911568827591,-3.4603004291845494,-3.1532595946182984,5.84049239383178,31.28782182309015,-0.44760036256950997,-0.0690780818293999,-0.3785222807401101,14.920888430869317,19.685342870677875,0.0
2021-07-28,-5.296042727632057,-1.3594281732358555,-10.199067405156974,-2.965758964680507,-1.5876749799991572,5.977620730270907,35.54685127156669,-0.460131691376354,-0.06528752850899516,-0.39484416286735885,13.034336984504497,17.104278922608707,0.0
2021-07-29,-2.316587909138033,0.15313534896225883,-7.323738683350342,-1.521917119017209,2.076070414415324,9.14943103460068,49.27269291632514,-0.39227304628484205,0.0020568932660134376,-0.3943299395508555,24.93107383148139,17.62876641561842,0.0
2021-07-30,-0.965979536754845,-0.10471338738288784,-1.2227208884861573,2.1873901054093428,-2.3711213944798493,5.592450271778184,46.500858841373656,-0.35346330874546794,0.032693304644310084,-0.386156613389778,41.404691117484134,26.456700644490024,0.0
2021-08-02,1.715353678588292,0.5197116530009375,-1.5448068947294633,2.839524321434004,-2.0879629578884566,5.61138400150668,46.896177421006094,-0.31671541057030694,0.05555296225557693,-0.3722683728258839,54.29306053229027,40.20960849375195,0.0
2021-08-03,2.358172393867313,-0.04417962434916113,-1.7259251026001823,1.5882773589789227,-2.2781158032236246,5.097829894248258,47.02701474828038,-0.28359701903184487,0.07093708303523122,-0.3545341020670761,50.65268575348173,48.783479134418734,0.0
2021-08-04,0.8241471930771362,0.4215417096357005,-1.555247732477673,1.9253476457672603,-1.6769707470343418,5.292236115149753,45.42027854292575,-0.2639904029330715,0.07243495930720367,-0.3364253622402752,49.26989205013958,51.40521277863721,0.0
2021-08-05,-0.34693216899718127,0.005538813625346261,-3.182930062446162,1.2792417737296038,-3.7176696854062654,4.407423801020522,43.182638845840074,-0.2591020356180671,0.06185866129776646,-0.32096069691583357,48.33187940610972,49.41815240324369,0.0
2021-08-06,-3.5926723868972457,-2.298213825523212,-6.66103793680933,-0.8785748930183218,-6.398708695501797,1.698834209454348,33.14224155683345,-0.32929945760769996,-0.0066710085534931185,-0.32262844905420685,32.3611583990478,43.32097661843238,0.0
2021-08-09,-8.064838542693655,-4.186352854946912,-10.838898444401542,-2.9944811382950296,-10.660781608440754,-0.1968974008525128,26.008855767101807,-0.46486391460394927,-0.1137883724397939,-0.3510755421641554,17.2703348163872,32.654457540514926,1.0
2021-08-10,-5.094994975322631,-3.928866416886635,-10.836065140850835,-2.8545699850937853,-11.184979417069137,-0.1962765523373837,27.936833919302092,-0.5560454640996042,-0.16397593754835904,-0.39206952655124516,2.6994277811747716,17.443640332203277,1.0
2021-08-11,-5.560025424152162,-2.7285343476486523,-9.268702975639357,-0.7034277326181034,-10.718084990619953,0.5168255354210343,29.509527285393393,-0.6134093981079758,-0.17707189724538447,-0.4363375008625913,4.186659285497172,8.0521406276864,1.0
2021-08-12,-10.320603955238754,-4.488857217327425,-11.695017260538638,-1.2310847202964432,-10.240471462867017,0.6444902092981076,27.087699579937766,-0.6807982389605804,-0.19556859047839126,-0.4852296484821892,4.186659285497172,3.6909154507230575,1.0
2021-08-13,-6.894391402764969,-2.063335811420423,-8.847559142435598,-0.03942075750680171,-5.682543930703302,2.9280455400770995,37.07949377258629,-0.672948481946058,-0.15017506677109504,-0.522773415174963,10.402576638907236,6.25863173663388,1.0
2021-08-16,-6.953079684889309,-1.7160745608513568,-10.199766329812915,0.24122343133722873,-5.638663207539602,3.116163612396438,37.24712933596616,-0.6581721111212318,-0.10831895675701497,-0.5498531543642168,15.567206028065433,10.052147317489966,1.0
